Service,Age,CustomerSince,Customer Gender,Region,SupportCallsLastYear,AverageBill,ChurnIndicator,Satisfaction Score,,
phone,55,12/5/2014 10:27,F,North,0,59,0.00,10,,
fiber,78,12/6/2014 10:27,M,South,5,75,0.02,3,,
4G,52,12/6/2014 10:27,F,Central,6,91,0.02,5,,
landline,36,12/6/2014 10:27,F,South,0,40,0.01,7,,
landline,34,12/6/2014 10:27,F,North,1,45,0.00,10,,
phone,26,12/6/2014 10:27,M,Central,0,50,0.00,4,,
phone,50,12/7/2014 10:27,F,Central,3,94,0.05,10,,
phone,50,12/7/2014 10:27,F,Central,1,77,0.02,7,,
4G,32,12/7/2014 10:27,F,North,1,56,0.01,8,,
phone,54,12/7/2014 10:27,F,Central,0,43,0.00,10,,
fiber,27,12/7/2014 10:27,F,Central,0,95,0.00,7,,
fiber,50,12/8/2014 10:27,M,Central,2,93,0.50,2,,
4G,78,12/8/2014 10:27,F,South,4,76,0.04,5,,
4G,48,12/8/2014 10:27,M,Central,1,65,0.01,6,,
phone,75,12/8/2014 10:27,F,South,0,75,0.00,9,,
landline,52,12/8/2014 10:27,F,Central,0,102,0.00,9,,
4G,44,12/9/2014 10:27,F,Central,1,88,0.00,7,,
fiber,30,12/10/2014 10:27,F,South,1,42,0.03,3,,
4G,31,12/10/2014 10:27,F,Central,8,84,0.02,3,,
4G,38,12/10/2014 10:27,M,Central,2,74,0.01,4,,
fiber,36,12/11/2014 10:27,M,South,4,35,0.04,8,,
4G,69,12/11/2014 10:27,F,South,7,63,0.02,4,,
phone,34,12/11/2014 10:27,F,South,0,60,0.01,8,,
landline,21,12/11/2014 10:27,M,Central,3,96,0.00,3,,
phone,33,12/11/2014 10:27,M,Central,0,38,0.00,7,,
phone,25,12/11/2014 10:27,M,Central,0,97,0.00,5,,
fiber,65,12/12/2014 10:27,M,North,5,47,0.03,3,,
4G,41,12/12/2014 10:27,F,Central,8,70,0.02,4,,
4G,66,12/12/2014 10:27,M,Central,4,97,0.01,6,,
phone,65,12/12/2014 10:27,M,South,2,105,0.00,4,,
4G,18,12/12/2014 10:27,F,North,0,105,0.00,6,,
phone,38,12/12/2014 10:27,M,Central,0,86,0.40,3,,
phone,38,12/13/2014 10:27,M,South,2,38,0.01,6,,
4G,35,12/13/2014 10:27,F,Central,1,72,0.30,3,,
4G,49,12/13/2014 10:27,F,Central,0,83,0.00,8,,
4G,29,12/13/2014 10:27,M,Central,0,109,0.00,6,,
landline,32,12/13/2014 10:27,F,North,0,64,0.00,7,,
phone,47,12/13/2014 10:27,F,North,0,101,0.00,7,,
landline,53,12/14/2014 10:27,M,Central,9,72,0.01,3,,
4G,52,12/15/2014 10:27,F,Central,1,87,0.00,4,,
fiber,42,12/15/2014 10:27,M,South,0,108,0.00,7,,
fiber,23,12/16/2014 10:27,M,Central,0,79,0.01,6,,
phone,20,12/16/2014 10:27,F,Central,0,55,0.00,7,,
phone,66,12/16/2014 10:27,F,Central,0,93,0.00,8,,
landline,44,12/17/2014 10:27,F,North,6,38,0.01,7,,
phone,37,12/17/2014 10:27,M,Central,6,96,0.01,8,,
phone,25,12/17/2014 10:27,M,North,1,51,0.01,4,,
phone,62,12/17/2014 10:27,F,Central,1,85,0.00,8,,
fiber,33,12/18/2014 10:27,M,North,8,58,0.23,8,,
4G,67,12/18/2014 10:27,F,North,9,76,0.03,4,,
landline,25,12/18/2014 10:27,F,Central,1,62,0.00,5,,
4G,77,12/18/2014 10:27,M,North,0,80,0.85,2,,
fiber,53,12/19/2014 10:27,M,Central,2,78,0.01,3,,
4G,44,12/19/2014 10:27,M,North,1,50,0.01,9,,
landline,76,12/19/2014 10:27,F,Central,1,46,0.01,7,,
4G,42,12/19/2014 10:27,M,South,0,83,0.00,8,,
fiber,79,12/20/2014 10:27,F,North,0,89,0.01,4,,
fiber,30,12/20/2014 10:27,M,South,0,48,0.01,4,,
landline,67,12/20/2014 10:27,M,North,1,84,0.00,6,,
phone,59,12/21/2014 10:27,M,South,6,73,0.01,5,,
phone,40,12/21/2014 10:27,M,Central,0,117,0.01,7,,
4G,37,12/21/2014 10:27,M,North,0,62,0.00,6,,
phone,57,12/22/2014 10:27,F,South,6,38,0.02,8,,
4G,40,12/22/2014 10:27,M,North,5,64,0.02,3,,
fiber,31,12/22/2014 10:27,F,Central,0,97,0.00,7,,
phone,45,12/22/2014 10:27,F,South,0,55,0.00,5,,
4G,26,12/22/2014 10:27,M,North,0,108,0.00,8,,
4G,54,12/23/2014 10:27,M,North,6,54,0.02,5,,
4G,46,12/23/2014 10:27,F,North,2,87,0.01,7,,
4G,60,12/23/2014 10:27,F,Central,2,90,0.01,9,,
4G,33,12/23/2014 10:27,F,Central,1,67,0.01,7,,
4G,80,12/23/2014 10:27,M,Central,0,50,0.01,5,,
4G,72,12/23/2014 10:27,M,South,0,50,0.00,3,,
phone,63,12/23/2014 10:27,M,South,0,81,0.00,5,,
landline,66,12/23/2014 10:27,M,North,0,55,0.00,6,,
phone,26,12/23/2014 10:27,F,North,0,91,0.00,9,,
4G,40,12/24/2014 10:27,M,Central,3,88,0.01,4,,
fiber,42,12/24/2014 10:27,M,North,1,107,0.01,7,,
4G,56,12/24/2014 10:27,F,South,0,94,0.00,5,,
fiber,24,12/25/2014 10:27,F,South,7,104,0.08,5,,
landline,24,12/25/2014 10:27,F,North,0,102,0.01,7,,
phone,54,12/26/2014 10:27,F,Central,1,62,0.01,7,,
4G,28,12/26/2014 10:27,M,North,0,42,0.00,4,,
phone,68,12/26/2014 10:27,F,South,0,50,0.00,4,,
4G,31,12/26/2014 10:27,F,Central,0,85,0.00,6,,
4G,60,12/27/2014 10:27,M,North,10,37,0.05,6,,
phone,38,12/27/2014 10:27,F,South,6,44,0.62,2,,
fiber,37,12/27/2014 10:27,F,Central,2,44,0.02,4,,
phone,38,12/27/2014 10:27,F,Central,2,56,0.01,8,,
landline,37,12/27/2014 10:27,F,South,1,61,0.01,4,,
fiber,43,12/27/2014 10:27,F,South,1,83,0.01,4,,
landline,27,12/27/2014 10:27,F,South,1,66,0.00,7,,
landline,71,12/27/2014 10:27,M,South,0,69,0.00,6,,
phone,33,12/28/2014 10:27,M,North,0,47,0.00,4,,
phone,31,12/28/2014 10:27,F,South,0,96,0.00,7,,
fiber,43,12/29/2014 10:27,M,Central,2,40,0.07,5,,
phone,33,12/29/2014 10:27,M,South,1,64,0.00,6,,
phone,20,12/29/2014 10:27,M,North,0,85,0.00,3,,
landline,30,12/29/2014 10:27,F,South,0,102,0.00,5,,
phone,55,12/30/2014 10:27,M,Central,2,65,0.03,8,,
phone,73,12/30/2014 10:27,M,Central,8,82,0.01,5,,
landline,59,12/30/2014 10:27,F,Central,3,95,0.00,10,,
fiber,55,12/31/2014 10:27,F,Central,4,36,0.03,3,,
4G,24,12/31/2014 10:27,F,South,3,60,0.01,5,,
4G,63,12/31/2014 10:27,M,North,1,40,0.01,7,,
4G,36,12/31/2014 10:27,F,Central,0,30,0.01,7,,
phone,31,12/31/2014 10:27,M,Central,0,100,0.00,6,,
fiber,58,1/1/2015 10:27,M,South,1,44,0.01,5,,
4G,42,1/1/2015 10:27,M,South,1,40,0.01,7,,
landline,18,1/1/2015 10:27,M,Central,9,77,0.01,6,,
fiber,51,1/1/2015 10:27,M,Central,0,102,0.00,8,,
4G,76,1/2/2015 10:27,M,North,2,96,0.01,5,,
phone,63,1/2/2015 10:27,F,South,0,94,0.00,6,,
phone,42,1/3/2015 10:27,M,South,3,34,0.02,8,,
phone,68,1/3/2015 10:27,F,South,1,108,0.00,6,,
landline,63,1/3/2015 10:27,M,Central,0,90,0.85,2,,
4G,58,1/4/2015 10:27,F,South,5,81,0.06,7,,
4G,51,1/4/2015 10:27,M,Central,5,44,0.02,4,,
phone,38,1/4/2015 10:27,M,Central,4,40,0.02,7,,
fiber,79,1/4/2015 10:27,M,Central,0,90,0.00,3,,
phone,40,1/5/2015 10:27,F,South,4,94,0.05,8,,
fiber,63,1/5/2015 10:27,M,South,9,96,0.03,6,,
phone,26,1/5/2015 10:27,M,Central,1,41,0.02,4,,
landline,38,1/5/2015 10:27,F,Central,2,31,0.02,4,,
4G,26,1/5/2015 10:27,M,Central,8,107,0.02,7,,
4G,48,1/5/2015 10:27,M,Central,1,101,0.79,2,,
4G,35,1/5/2015 10:27,M,North,2,106,0.01,3,,
4G,31,1/5/2015 10:27,F,South,1,75,0.01,9,,
4G,28,1/5/2015 10:27,F,North,1,78,0.01,5,,
phone,68,1/5/2015 10:27,F,Central,0,110,0.00,8,,
fiber,40,1/6/2015 10:27,F,North,2,39,0.02,8,,
phone,48,1/6/2015 10:27,F,Central,1,88,0.00,9,,
4G,32,1/6/2015 10:27,F,Central,0,90,0.00,6,,
landline,23,1/6/2015 10:27,M,North,0,86,0.00,5,,
fiber,26,1/7/2015 10:27,M,Central,8,83,0.03,3,,
4G,79,1/7/2015 10:27,F,North,1,103,0.02,10,,
phone,24,1/7/2015 10:27,F,North,0,120,0.01,7,,
fiber,53,1/7/2015 10:27,F,Central,0,33,0.01,9,,
4G,51,1/8/2015 10:27,M,Central,8,76,0.02,6,,
phone,34,1/8/2015 10:27,M,Central,3,83,0.01,7,,
4G,28,1/8/2015 10:27,F,Central,0,35,0.01,9,,
landline,49,1/8/2015 10:27,F,Central,0,116,0.00,7,,
phone,28,1/8/2015 10:27,F,Central,0,58,0.00,9,,
landline,65,1/8/2015 10:27,F,South,0,63,0.00,9,,
landline,51,1/9/2015 10:27,F,Central,8,57,0.01,3,,
phone,36,1/9/2015 10:27,M,North,3,59,0.01,3,,
landline,47,1/9/2015 10:27,F,Central,1,34,0.01,6,,
landline,36,1/9/2015 10:27,F,South,3,65,0.00,3,,
landline,25,1/9/2015 10:27,M,South,0,38,0.00,7,,
phone,40,1/9/2015 10:27,M,Central,0,83,0.00,5,,
fiber,65,1/10/2015 10:27,M,South,5,60,0.02,6,,
4G,39,1/10/2015 10:27,F,North,1,108,0.02,8,,
phone,50,1/10/2015 10:27,F,South,6,92,0.01,8,,
landline,40,1/10/2015 10:27,M,Central,1,73,0.01,3,,
phone,65,1/10/2015 10:27,M,Central,0,55,0.01,3,,
landline,49,1/10/2015 10:27,F,Central,1,61,0.00,3,,
4G,27,1/11/2015 10:27,F,North,7,71,0.07,7,,
phone,41,1/11/2015 10:27,M,North,9,39,0.03,3,,
fiber,19,1/11/2015 10:27,M,Central,1,77,0.03,2,,
landline,61,1/11/2015 10:27,F,North,0,106,0.01,5,,
phone,63,1/11/2015 10:27,F,Central,0,63,0.00,4,,
landline,25,1/11/2015 10:27,F,North,1,104,0.00,9,,
landline,57,1/11/2015 10:27,M,Central,0,71,0.00,3,,
landline,53,1/11/2015 10:27,M,Central,0,98,0.00,5,,
4G,28,1/12/2015 10:27,F,Central,6,37,0.03,9,,
4G,26,1/12/2015 10:27,F,Central,6,59,0.02,9,,
4G,41,1/12/2015 10:27,M,Central,0,43,0.00,7,,
landline,61,1/13/2015 10:27,M,South,6,69,0.01,6,,
landline,37,1/13/2015 10:27,F,Central,6,43,0.01,5,,
4G,22,1/13/2015 10:27,M,Central,3,77,0.01,3,,
4G,39,1/13/2015 10:27,F,South,2,93,0.01,7,,
fiber,45,1/13/2015 10:27,M,South,0,78,0.00,7,,
phone,55,1/13/2015 10:27,M,South,0,59,0.00,3,,
landline,45,1/13/2015 10:27,F,Central,1,91,0.00,7,,
4G,52,1/14/2015 10:27,F,North,4,119,0.05,4,,
fiber,27,1/14/2015 10:27,F,North,1,106,0.03,7,,
4G,40,1/14/2015 10:27,M,North,4,104,0.82,2,,
phone,59,1/14/2015 10:27,F,Central,1,46,0.01,7,,
landline,65,1/14/2015 10:27,F,Central,1,84,0.00,6,,
phone,47,1/15/2015 10:27,M,Central,4,98,0.01,4,,
landline,35,1/15/2015 10:27,F,Central,2,47,0.01,3,,
phone,46,1/15/2015 10:27,F,Central,0,48,0.01,7,,
phone,25,1/15/2015 10:27,F,North,1,54,0.00,9,,
landline,54,1/15/2015 10:27,M,North,0,87,0.00,9,,
4G,52,1/15/2015 10:27,M,Central,0,50,0.00,8,,
phone,45,1/16/2015 10:27,F,South,8,84,0.91,2,,
landline,22,1/16/2015 10:27,M,Central,6,90,0.00,5,,
phone,53,1/16/2015 10:27,M,Central,0,45,0.00,4,,
4G,64,1/17/2015 10:27,F,Central,2,103,0.03,8,,
4G,27,1/17/2015 10:27,F,Central,2,60,0.02,7,,
fiber,70,1/17/2015 10:27,F,North,0,35,0.02,4,,
4G,63,1/17/2015 10:27,M,North,2,32,0.02,6,,
landline,62,1/17/2015 10:27,M,North,0,111,0.00,3,,
phone,31,1/17/2015 10:27,F,Central,0,57,0.00,5,,
4G,75,1/17/2015 10:27,M,South,0,90,0.00,3,,
phone,65,1/17/2015 10:27,F,South,0,86,0.00,4,,
phone,78,1/18/2015 10:27,F,Central,3,100,0.03,8,,
phone,25,1/18/2015 10:27,F,North,10,109,0.01,10,,
phone,75,1/18/2015 10:27,F,North,6,93,0.01,9,,
fiber,80,1/18/2015 10:27,M,Central,1,93,0.01,5,,
4G,52,1/18/2015 10:27,M,Central,1,95,0.00,9,,
fiber,71,1/18/2015 10:27,M,North,0,61,0.00,5,,
4G,57,1/18/2015 10:27,M,South,0,82,0.00,3,,
landline,45,1/18/2015 10:27,M,Central,0,42,0.00,7,,
landline,64,1/18/2015 10:27,F,North,0,66,0.00,5,,
phone,29,1/18/2015 10:27,F,Central,0,94,0.00,5,,
phone,42,1/19/2015 10:27,F,South,3,75,0.02,5,,
4G,35,1/19/2015 10:27,F,Central,1,72,0.01,5,,
phone,35,1/20/2015 10:27,M,Central,2,76,0.02,6,,
4G,56,1/20/2015 10:27,F,Central,1,93,0.02,3,,
phone,28,1/20/2015 10:27,F,South,5,48,0.01,4,,
4G,42,1/20/2015 10:27,F,Central,0,87,0.01,8,,
4G,50,1/20/2015 10:27,F,Central,0,54,0.00,9,,
phone,79,1/20/2015 10:27,M,South,1,101,0.00,7,,
phone,30,1/21/2015 10:27,M,Central,2,67,0.01,6,,
landline,44,1/21/2015 10:27,M,Central,2,61,0.00,5,,
fiber,35,1/21/2015 10:27,F,North,0,99,0.00,8,,
landline,65,1/22/2015 10:27,F,Central,2,31,0.01,4,,
phone,41,1/22/2015 10:27,F,Central,4,70,0.01,4,,
phone,49,1/22/2015 10:27,F,North,0,98,0.01,9,,
phone,54,1/22/2015 10:27,M,North,1,54,0.00,3,,
phone,56,1/22/2015 10:27,M,Central,0,36,0.00,4,,
fiber,31,1/22/2015 10:27,M,North,0,90,0.00,3,,
4G,22,1/22/2015 10:27,M,South,0,68,0.00,4,,
4G,71,1/23/2015 10:27,F,North,4,76,0.01,6,,
phone,45,1/23/2015 10:27,M,South,0,109,0.00,5,,
fiber,52,1/24/2015 10:27,M,North,0,49,0.01,9,,
4G,34,1/24/2015 10:27,F,Central,0,106,0.00,8,,
phone,73,1/25/2015 10:27,M,Central,0,101,0.01,3,,
4G,57,1/25/2015 10:27,F,South,1,62,0.01,6,,
fiber,48,1/25/2015 10:27,M,Central,0,41,0.01,4,,
4G,44,1/25/2015 10:27,F,Central,0,50,0.00,3,,
4G,66,1/25/2015 10:27,M,North,0,97,0.00,3,,
phone,51,1/26/2015 10:27,M,North,4,111,0.02,7,,
phone,50,1/26/2015 10:27,M,Central,6,44,0.02,5,,
4G,54,1/26/2015 10:27,M,Central,3,74,0.01,7,,
4G,24,1/26/2015 10:27,F,Central,1,39,0.01,8,,
4G,60,1/26/2015 10:27,M,Central,1,46,0.01,5,,
landline,65,1/26/2015 10:27,M,Central,1,37,0.00,4,,
landline,32,1/26/2015 10:27,M,South,0,64,0.00,6,,
4G,45,1/27/2015 10:27,F,North,5,43,0.02,9,,
4G,40,1/27/2015 10:27,M,Central,9,95,0.02,8,,
phone,19,1/27/2015 10:27,F,Central,4,93,0.01,4,,
fiber,51,1/27/2015 10:27,M,South,0,40,0.01,6,,
landline,22,1/27/2015 10:27,F,Central,3,47,0.01,6,,
4G,26,1/27/2015 10:27,F,North,0,33,0.01,6,,
phone,78,1/27/2015 10:27,M,Central,0,49,0.00,4,,
phone,49,1/28/2015 10:27,M,Central,8,39,0.05,5,,
4G,75,1/28/2015 10:27,M,Central,4,38,0.02,4,,
fiber,71,1/28/2015 10:27,M,Central,5,85,0.02,4,,
4G,77,1/28/2015 10:27,F,Central,1,48,0.01,3,,
fiber,54,1/28/2015 10:27,F,Central,2,109,0.01,8,,
4G,29,1/28/2015 10:27,F,South,1,72,0.01,3,,
fiber,32,1/28/2015 10:27,F,South,1,105,0.00,6,,
4G,26,1/28/2015 10:27,F,Central,0,37,0.00,4,,
landline,44,1/28/2015 10:27,F,Central,1,98,0.00,6,,
phone,38,1/28/2015 10:27,F,South,0,97,0.00,7,,
4G,76,1/29/2015 10:27,M,North,7,46,0.03,4,,
4G,65,1/29/2015 10:27,M,Central,0,48,0.01,5,,
fiber,66,1/29/2015 10:27,F,Central,2,89,0.01,8,,
landline,61,1/29/2015 10:27,F,South,1,42,0.00,3,,
4G,37,1/29/2015 10:27,F,North,0,94,0.00,10,,
phone,76,1/30/2015 10:27,M,South,5,50,0.01,6,,
phone,76,1/30/2015 10:27,F,Central,1,86,0.00,7,,
landline,72,1/30/2015 10:27,M,Central,1,69,0.00,6,,
landline,49,1/30/2015 10:27,M,South,1,108,0.00,3,,
landline,63,1/30/2015 10:27,F,South,0,106,0.00,7,,
4G,29,1/31/2015 10:27,F,Central,7,105,0.08,6,,
4G,71,1/31/2015 10:27,F,Central,8,58,0.03,6,,
4G,60,1/31/2015 10:27,M,South,3,40,0.02,6,,
4G,70,1/31/2015 10:27,M,Central,6,82,0.01,5,,
4G,51,1/31/2015 10:27,M,North,2,63,0.01,7,,
4G,61,1/31/2015 10:27,F,North,0,38,0.01,5,,
landline,50,1/31/2015 10:27,M,South,2,66,0.00,3,,
landline,58,1/31/2015 10:27,M,North,1,77,0.00,5,,
fiber,25,2/1/2015 10:27,F,South,4,80,0.70,2,,
phone,18,2/1/2015 10:27,M,North,9,109,0.01,6,,
4G,52,2/1/2015 10:27,M,Central,3,90,0.01,8,,
fiber,39,2/1/2015 10:27,F,Central,0,32,0.01,8,,
phone,29,2/1/2015 10:27,M,South,0,36,0.01,7,,
4G,42,2/1/2015 10:27,M,North,0,95,0.01,3,,
phone,47,2/1/2015 10:27,M,South,3,104,0.00,4,,
phone,63,2/1/2015 10:27,F,South,0,31,0.00,6,,
landline,76,2/1/2015 10:27,M,Central,0,57,0.00,2,,
phone,50,2/1/2015 10:27,M,Central,0,55,0.00,4,,
4G,62,2/1/2015 10:27,M,Central,0,68,0.00,3,,
landline,49,2/1/2015 10:27,F,Central,0,64,0.00,4,,
landline,73,2/1/2015 10:27,F,South,0,77,0.00,4,,
landline,77,2/1/2015 10:27,F,Central,0,79,0.00,4,,
4G,75,2/2/2015 10:27,F,North,9,32,0.05,7,,
4G,71,2/2/2015 10:27,M,North,5,64,0.02,5,,
fiber,35,2/2/2015 10:27,M,North,4,80,0.01,5,,
4G,19,2/2/2015 10:27,M,Central,0,43,0.01,6,,
landline,43,2/2/2015 10:27,M,Central,6,105,0.00,6,,
4G,71,2/2/2015 10:27,M,Central,0,38,0.00,4,,
phone,73,2/2/2015 10:27,M,Central,0,38,0.00,4,,
4G,62,2/2/2015 10:27,M,North,0,71,0.00,2,,
phone,49,2/2/2015 10:27,F,Central,0,94,0.00,4,,
phone,71,2/3/2015 10:27,F,Central,2,73,0.02,10,,
fiber,61,2/3/2015 10:27,M,Central,5,104,0.01,5,,
4G,23,2/3/2015 10:27,F,Central,3,94,0.01,5,,
phone,23,2/3/2015 10:27,F,North,0,71,0.01,8,,
4G,49,2/3/2015 10:27,F,Central,0,45,0.00,7,,
landline,44,2/3/2015 10:27,F,North,1,74,0.00,7,,
4G,78,2/5/2015 10:27,M,Central,4,106,0.01,4,,
phone,42,2/5/2015 10:27,F,Central,1,39,0.01,4,,
phone,53,2/6/2015 10:27,M,North,4,65,0.02,7,,
phone,37,2/6/2015 10:27,F,South,10,83,0.01,6,,
4G,27,2/6/2015 10:27,F,North,1,103,0.00,8,,
landline,31,2/6/2015 10:27,M,South,0,54,0.00,5,,
4G,67,2/7/2015 10:27,M,South,1,97,0.02,6,,
phone,48,2/7/2015 10:27,M,North,2,82,0.00,7,,
phone,49,2/7/2015 10:27,M,North,0,37,0.00,8,,
4G,25,2/8/2015 10:27,M,North,6,46,0.02,4,,
4G,40,2/8/2015 10:27,F,South,6,66,0.02,7,,
fiber,59,2/8/2015 10:27,F,South,7,108,0.80,2,,
4G,33,2/8/2015 10:27,F,South,0,45,0.00,5,,
fiber,33,2/9/2015 10:27,M,Central,9,71,0.03,4,,
4G,63,2/9/2015 10:27,M,North,3,32,0.02,7,,
fiber,29,2/9/2015 10:27,F,North,2,38,0.02,5,,
fiber,36,2/9/2015 10:27,F,South,2,83,0.01,5,,
fiber,36,2/9/2015 10:27,F,South,2,99,0.01,6,,
4G,48,2/9/2015 10:27,F,South,1,56,0.01,7,,
phone,28,2/9/2015 10:27,M,North,1,44,0.01,2,,
4G,63,2/9/2015 10:27,F,South,0,67,0.00,8,,
4G,46,2/9/2015 10:27,F,North,0,97,0.00,10,,
fiber,48,2/10/2015 10:27,F,Central,3,56,0.07,7,,
phone,52,2/10/2015 10:27,M,North,2,58,0.02,3,,
4G,39,2/10/2015 10:27,M,North,4,89,0.01,5,,
fiber,23,2/10/2015 10:27,M,Central,0,45,0.01,6,,
landline,66,2/10/2015 10:27,F,South,4,62,0.00,9,,
landline,76,2/10/2015 10:27,F,Central,2,88,0.00,4,,
phone,76,2/11/2015 10:27,F,Central,7,41,0.02,5,,
landline,19,2/11/2015 10:27,F,Central,1,40,0.01,10,,
4G,46,2/11/2015 10:27,M,Central,1,89,0.00,3,,
phone,28,2/11/2015 10:27,F,Central,0,93,0.00,5,,
landline,54,2/11/2015 10:27,M,Central,0,95,0.00,6,,
4G,39,2/12/2015 10:27,F,South,7,106,0.04,5,,
landline,31,2/12/2015 10:27,M,Central,3,100,0.00,9,,
landline,46,2/12/2015 10:27,M,Central,1,62,0.00,7,,
4G,55,2/13/2015 10:27,F,Central,7,33,0.04,6,,
4G,31,2/13/2015 10:27,M,North,1,37,0.01,3,,
landline,35,2/13/2015 10:27,F,Central,3,42,0.01,8,,
4G,62,2/13/2015 10:27,F,South,1,84,0.00,5,,
fiber,65,2/13/2015 10:27,F,South,0,61,0.00,8,,
phone,57,2/13/2015 10:27,M,Central,0,56,0.00,5,,
landline,31,2/13/2015 10:27,F,Central,0,71,0.00,7,,
4G,63,2/14/2015 10:27,F,Central,1,31,0.01,8,,
4G,60,2/14/2015 10:27,M,North,0,83,0.00,6,,
4G,49,2/15/2015 10:27,F,Central,6,82,0.01,3,,
4G,31,2/15/2015 10:27,M,Central,0,101,0.01,7,,
phone,48,2/15/2015 10:27,F,Central,1,59,0.00,5,,
4G,37,2/15/2015 10:27,M,South,0,41,0.00,7,,
fiber,49,2/15/2015 10:27,M,Central,0,68,0.30,3,,
phone,78,2/15/2015 10:27,M,Central,0,64,0.20,3,,
4G,78,2/15/2015 10:27,F,South,0,109,0.00,4,,
4G,34,2/16/2015 10:27,M,North,2,37,0.02,6,,
phone,26,2/16/2015 10:27,M,Central,5,95,0.02,3,,
4G,26,2/16/2015 10:27,M,North,1,50,0.02,4,,
fiber,28,2/16/2015 10:27,F,Central,5,83,0.02,6,,
4G,45,2/16/2015 10:27,M,Central,1,72,0.00,8,,
phone,57,2/16/2015 10:27,M,Central,0,92,0.00,3,,
4G,38,2/17/2015 10:27,F,South,7,37,0.03,7,,
fiber,78,2/17/2015 10:27,F,Central,0,30,0.01,3,,
4G,62,2/17/2015 10:27,M,Central,2,50,0.83,2,,
phone,78,2/17/2015 10:27,M,Central,2,43,0.01,5,,
phone,35,2/17/2015 10:27,F,South,1,72,0.00,2,,
phone,46,2/17/2015 10:27,M,North,0,56,0.00,3,,
4G,79,2/17/2015 10:27,F,Central,0,74,0.00,5,,
phone,54,2/18/2015 10:27,M,South,2,54,0.01,8,,
landline,72,2/18/2015 10:27,M,North,10,73,0.01,6,,
4G,44,2/18/2015 10:27,F,Central,1,79,0.00,9,,
phone,46,2/18/2015 10:27,M,Central,0,62,0.00,8,,
fiber,38,2/19/2015 10:27,M,South,5,51,0.02,9,,
4G,50,2/19/2015 10:27,F,North,4,105,0.01,7,,
phone,72,2/19/2015 10:27,M,South,4,89,0.01,5,,
phone,37,2/19/2015 10:27,F,Central,1,58,0.00,3,,
4G,40,2/19/2015 10:27,F,South,1,102,0.76,2,,
4G,53,2/20/2015 10:27,M,Central,1,44,0.01,4,,
phone,63,2/20/2015 10:27,F,North,1,56,0.00,7,,
4G,53,2/20/2015 10:27,F,North,0,43,0.00,10,,
phone,51,2/20/2015 10:27,F,North,1,79,0.00,8,,
4G,76,2/20/2015 10:27,F,North,0,83,0.00,5,,
fiber,57,2/21/2015 10:27,M,Central,5,46,0.03,8,,
phone,58,2/21/2015 10:27,M,Central,0,73,0.00,3,,
4G,44,2/21/2015 10:27,F,Central,0,103,0.00,8,,
phone,57,2/22/2015 10:27,M,North,6,31,0.02,6,,
4G,29,2/22/2015 10:27,M,Central,7,96,0.01,4,,
4G,41,2/22/2015 10:27,F,Central,0,37,0.00,7,,
fiber,77,2/22/2015 10:27,F,South,0,60,0.00,4,,
phone,35,2/22/2015 10:27,M,South,0,79,0.00,8,,
phone,66,2/22/2015 10:27,M,Central,0,87,0.00,6,,
phone,51,2/22/2015 10:27,M,South,0,94,0.00,7,,
4G,25,2/23/2015 10:27,M,Central,1,100,0.02,3,,
landline,45,2/23/2015 10:27,F,Central,9,41,0.01,7,,
landline,73,2/23/2015 10:27,F,Central,0,83,0.00,4,,
phone,40,2/24/2015 10:27,F,Central,5,62,0.01,6,,
landline,44,2/24/2015 10:27,F,North,1,79,0.00,8,,
landline,40,2/24/2015 10:27,M,Central,1,98,0.00,7,,
landline,28,2/24/2015 10:27,F,North,0,58,0.00,10,,
phone,36,2/25/2015 10:27,M,North,7,92,0.01,3,,
phone,67,2/25/2015 10:27,M,Central,1,57,0.00,7,,
phone,64,2/25/2015 10:27,M,North,0,37,0.00,5,,
4G,41,2/25/2015 10:27,F,South,0,57,0.00,7,,
phone,35,2/25/2015 10:27,F,Central,1,94,0.00,4,,
phone,75,2/25/2015 10:27,F,Central,0,92,0.00,10,,
phone,56,2/25/2015 10:27,M,South,0,107,0.00,5,,
fiber,33,2/26/2015 10:27,F,Central,1,37,0.03,8,,
fiber,43,2/26/2015 10:27,M,Central,10,77,0.03,5,,
landline,63,2/26/2015 10:27,M,Central,3,31,0.02,5,,
phone,39,2/27/2015 10:27,F,Central,9,80,0.01,8,,
4G,24,2/27/2015 10:27,M,South,0,67,0.01,6,,
landline,23,2/27/2015 10:27,F,Central,0,41,0.00,6,,
fiber,55,2/28/2015 10:27,F,North,2,47,0.03,5,,
fiber,38,2/28/2015 10:27,M,North,0,92,0.01,9,,
fiber,62,2/28/2015 10:27,M,North,2,100,0.01,8,,
4G,28,2/28/2015 10:27,F,North,1,76,0.00,10,,
phone,77,2/28/2015 10:27,M,South,0,57,0.80,2,,
phone,46,2/28/2015 10:27,M,South,0,62,0.50,3,,
4G,42,3/1/2015 10:27,M,Central,8,91,0.02,7,,
4G,54,3/1/2015 10:27,F,Central,6,81,0.01,4,,
phone,41,3/1/2015 10:27,F,Central,4,39,0.01,6,,
landline,66,3/1/2015 10:27,M,Central,5,112,0.01,9,,
4G,72,3/1/2015 10:27,F,North,1,57,0.01,9,,
4G,43,3/2/2015 10:27,F,Central,0,41,0.01,5,,
4G,52,3/2/2015 10:27,M,South,2,94,0.01,4,,
